OBJECTID,contract date,sub decree date,Name,year of establishment,Inside PA?,PA name,current designation,previous designation,Change des?,Original establishment Year,Area m sq,area ha,Shape_Length,Shape_Area
210, , ,Tepi Agro Investment,2011,Y,Beng Per Wildlife Sanctuary,Wildlife Sanctuary,Wildlife Sanctuary,N,1993,9994904.304,999.4904304,13721.89021,9994904.304
211, , ,Union Development Group,2011,Y,Botum Sakor National Park,National Park,National Park,N,1993,90538440.66,9053.844066,70935.49935,90538440.66
212, , ,Hout Meng Rita,2011,Y,Kulen Promtep Wildlife Sanctuary,Wildlife Sanctuary,Wildlife Sanctuary,N,1993,29507337.41,2950.733741,22561.80409,29507337.41
213, , ,Sambath Platinum,2011,Y,Beng Per Wildlife Sanctuary,Wildlife Sanctuary,Wildlife Sanctuary,N,1993,24825399.07,2482.539907,21745.75664,24825399.07
214, , ,Holley Eco Industrial,2011,N, , , , ,0,168795300.2,16879.53002,86952.12961,168795300.2
215, , ,Cambodia Dawn Plantation,2011,N,Preah Rokar Wildlife Sanctuary,Wildlife Sanctuary, , ,2016,93793453.55,9379.345355,55656.52465,93793453.55
216, , ,Pacific Lotus Joint-Stock,2011,N, , , , ,0,114953378.5,11495.33785,62074.02041,114953378.5
217, , ,Pacific Pearl Joint-Stock,2011,N, , , , ,0,111809802,11180.9802,53131.90034,111809802
218, , ,Pacific Grand Joint-Stock,2011,N, , , , ,0,106960444.6,10696.04446,46800.17309,106960444.6
219, , ,Pacific Pride Joint-Stock,2011,N, , , , ,0,108757829,10875.7829,51480.60758,108757829
220, , ,Heng Heng,2011,N, , , , ,0,6257093.468,625.7093468,12583.04692,6257093.468
221, , ,E-Investment,2011,Y,Snuol Wildlife Sanctuary,Wildlife Sanctuary,Wildlife Sanctuary,N,1993,66093125.05,6609.312505,37023.5289,66093125.05
222, , ,Hour Lou,2011,N, , , , ,0,6819002.747,681.9002747,11652.95538,6819002.747
223, , ,Srey Panha Aphivath,2011,Y,Beng Per Wildlife Sanctuary,Wildlife Sanctuary,Wildlife Sanctuary,N,1993,4161226.704,416.1226704,9597.220226,4161226.704
224, , ,Excel Cator Plantation,2011,Y,Kulen Promtep Wildlife Sanctuary,Wildlife Sanctuary,Wildlife Sanctuary,N,1993,74723143.31,7472.314331,39133.39159,74723143.31
225, , ,Think Biotech,2011,N,Prey Lang Wildlife Sanctuary,Wildlife Sanctuary, , ,2016,337239358.4,33723.93584,97279.98314,337239358.4
226, , ,Nature Plantation (H.K.),2011,Y,Kulen Promtep Wildlife Sanctuary,Wildlife Sanctuary,Wildlife Sanctuary,N,1993,90191789.51,9019.178951,59889.21791,90191789.51
227, , ,Rui Feng,2011,N, , , , ,0,114578209.5,11457.82095,44161.46506,114578209.5
228, , ,Lan Feng,2011,N, , , , ,0,114353432.3,11435.34323,55877.62343,114353432.3
229, , ,Heng Non,2011,N, , , , ,0,121808612.4,12180.86124,74775.23539,121808612.4
230, , ,Heng Yue,2011,N,Techo Sen Russey Treb Cambodian Royal Academy National Park,National Park, , ,2014,131243706.5,13124.37065,72673.28457,131243706.5
231, , ,Heng Rui,2011,N, , , , ,0,124973953.3,12497.39533,70449.83326,124973953.3
232, , ,Hoang Anh Andong Meas,2011,Y,Lomphat Wildlife Sanctuary,Wildlife Sanctuary, , ,1993,90461544.54,9046.154454,62180.83623,90461544.54
233, , ,Hoang Anh Lumpath,2011,Y,Lomphat Wildlife Sanctuary,Wildlife Sanctuary,Wildlife Sanctuary,N,1993,106042811.6,10604.28116,51361.19562,106042811.6
234, , ,Best Royal (K),2011,Y,Kulen Promtep Wildlife Sanctuary,Wildlife Sanctuary,Wildlife Sanctuary,N,1993,81159274.21,8115.927421,43858.80726,81159274.21
235, , ,Tay Ninh - Siem Reap Rubber,2011,Y,Kulen Promtep Wildlife Sanctuary,Wildlife Sanctuary,Wildlife Sanctuary,N,1993,92274306.64,9227.430664,52680.40139,92274306.64
236, , ,Forestry Investment,2011,N, , , , ,0,9638124.003,963.8124003,13507.74534,9638124.003
237, , ,Pour Khouch Aphivath,2011,Y,Beng Per Wildlife Sanctuary,Wildlife Sanctuary,Wildlife Sanctuary,N,1993,3589445.654,358.9445654,12455.01017,3589445.654
18,Not found,2/24/2012, ,2012,N, , , , ,0,119561899.6,11956.18996,59702.88364,119561899.6
19,Not found,5/18/2012, ,2012,Y,Kulen Promtep Wildlife Sanctuary,Wildlife Sanctuary, , ,1993,110914197.4,11091.41974,81015.00941,110914197.4
25,Not found,9/14/2012, ,2012,N, , , , ,0,50013800.57,5001.380057,60283.67668,50013800.57
238, , ,DM Group,2012,N, , , , ,0,8499991.428,849.9991428,12499.99377,8499991.428
239, , ,Ample Focus (Cambodia),2012,N, , , , ,0,132921568.6,13292.15686,51061.03262,132921568.6
240, , ,China Great Cause (Cambodia),2012,N, , , , ,0,89245817.66,8924.581766,38733.35314,89245817.66
241, , ,Sok Samnang Development,2012,Y,Kulen Promtep Wildlife Sanctuary,Wildlife Sanctuary,Wildlife Sanctuary,N,1993,21354775.8,2135.47758,27487.2779,21354775.8
242, , ,Hout Meng Rita,2012,Y,Kulen Promtep Wildlife Sanctuary,Wildlife Sanctuary,Wildlife Sanctuary,N,1993,14235065.27,1423.506527,15245.89211,14235065.27
243, , ,Cambodia Blue Heaven,2012,Y,Kulen Promtep Wildlife Sanctuary,Wildlife Sanctuary, , ,1993,91792774.71,9179.277471,59835.16173,91792774.71
244, , ,Lun Agritech Investment,2012,Y,Kulen Promtep Wildlife Sanctuary,Wildlife Sanctuary,Wildlife Sanctuary,N,1993,41143796.14,4114.379614,26356.59009,41143796.14
245, , ,Master K Sun,2012,Y,Phnom Prich Wildlife Sanctuary,Wildlife Sanctuary, , ,1993,76025752.26,7602.575226,41652.8368,76025752.26
246, , ,Mega First Corportation,2012,Y,Phnom Namlear Wildlife Sanctuary,Wildlife Sanctuary, , ,1993,95062127.53,9506.212753,45006.68934,95062127.53
247, , ,Ly Chhuong Construction & Import Export,2012,Y,Kulen Promtep Wildlife Sanctuary,Wildlife Sanctuary, , ,1993,59423962.88,5942.396288,45698.56613,59423962.88
248, , ,FP Malaysia (Cambodia) Plantation,2012,N, , , , ,0,121326029,12132.6029,83141.14222,121326029
249, , ,Touchwood (Cambodia),2012,Y,Phnom Prich Wildlife Sanctuary,Wildlife Sanctuary, , ,1993,111674280.4,11167.42804,52716.68909,111674280.4
250, , ,Sesan Kiri Joint Stock,2012,N, , , , ,0,47902467.4,4790.24674,34322.13028,47902467.4
251, , ,SK Plantation,2012,N, , , , ,0,174087353.5,17408.73535,120368.0128,174087353.5
252, , ,Metrei Pheap Kase-Ousahakam,2012,Y,Kulen Promtep Wildlife Sanctuary,Wildlife Sanctuary,Wildlife Sanctuary,N,1993,84289422.9,8428.94229,64323.70672,84289422.9
253, , ,Se Hong Plantation,2012,Y,Kulen Promtep Wildlife Sanctuary,Wildlife Sanctuary, , ,1993,94444675.66,9444.467566,46200.06076,94444675.66
254, , ,Green Choice (Cambodia),2012,Y,Beng Per Wildlife Sanctuary,Wildlife Sanctuary, , ,1993,107389710.3,10738.97103,50895.9176,107389710.3
255, , ,Eminent Elite (Cambodia),2012,Y,Kulen Promtep Wildlife Sanctuary,Wildlife Sanctuary, , ,1993,115177212.2,11517.72122,61474.01182,115177212.2
256, , ,Distinct Harvest (Cambodia),2012,N, , , , ,0,127521156.5,12752.11565,51600.86097,127521156.5
257, , ,Rat Sokhorn Incorporation,2012,Y,Lomphat Wildlife Sanctuary,Wildlife Sanctuary, , ,1993,88911669.66,8891.166966,65497.50843,88911669.66
258, , ,Lim Royal Joint Stock,2012,Y,Phnom Prich Wildlife Sanctuary,Wildlife Sanctuary, , ,1993,89045744.64,8904.574464,43215.52797,89045744.64
259, , ,Pacific Victory Joint-Stock,2014,N, , , , ,0,102082133.3,10208.21333,47403.17117,102082133.3
260, , ,Pacific Glory Joint-Stock,2014,Y,Phnom Prich Wildlife Sanctuary,Wildlife Sanctuary, , ,1993,99367961.06,9936.796106,61782.41157,99367961.06
261, , ,Chhak Kampong Saom SEZ,2016,N, , , , ,0,7684608.356,768.4608356,14623.15584,7684608.356
262, , ,Siemon (Cambodia) Agriculture Comprehensive Development,2017,N, , , , ,0,215897287.5,21589.72875,83877.81808,215897287.5
263, , ,JW Cambodia Eco Holidays,2017,Y,Botum Sakor National Park,National Park,National Park,N,1993,50723680.56,5072.368056,45162.70413,50723680.56
264, , ,Cambodian Zhejiang Guoji SEZ,2018,N, , , , ,0,1097957.716,109.7957716,5210.290878,1097957.716
265, , ,HTTH Island Investment,2018,N, , , , ,0,16657923.88,1665.792388,19146.14097,16657923.88
266, , ,Celestial Stars,2018,N, , , , ,0,4055806.496,405.5806496,9087.102936,4055806.496
