OBJECTID,Join_Count,TARGET_FID,JOIN_FID,Current_name,category,Previous_name,Original_designation,Change_des?,Original_establishment_year,Dataset_area_ha,calculated_area_ha,Province,District,Commune,reference,last_upd_1,language_1,contract_date,sub_decree_date,Name,year_establishment,Inside_PA,PA_name,current_designation,previous designation,Change_des,Original_establishment_Year2,Area_msq,area_ha,Shape_Length_1,Shape_Area_1,Shape_Length,Shape_Area
148,1,47,15,Koh Kapik and Associated Islets,Ramsar Site,Koh Kapik and Associated Islets,"Ramsar Site, Wetland of International Importance",Y,1999,13719.01538,"12,000",Koh Kong,Not found,Not found,Koh_Kapik_and_Associated_Islets__23.06.1999.pdf,22/5/2014,English, , ,Green Rich,1998,Y,Botum Sakor National Park,National Park, , ,1993,197009075.9,19700.90759,70130.00667,197009075.9,63955.1069,137190153.9
99,0,32,-1,Sambor Prey Kok Temple Cultural Resort,Protected Landscape, , ,N,2003,3358.082192,"2,982",Kampong Thom,Prasat Sambor,Not found,Royal_Decree_No_116__13.03.2003.pdf,8/4/2016,English,,,,,,,,,,,,,,,26089.0643,33580821.99
101,0,34,-1,Cultural Resort of Banteay Top Temple,Protected Landscape, , ,N,2003,108.0369223,108,Banteay Meanchey,Not found,Not found,Royal_Decree_No_118__13.03.2003.pdf,22/5/2014,English,,,,,,,,,,,,,,,4243.852535,1080369.183
97,0,30,-1,Koh Kae Protected Resort,Protected Landscape, , ,N,2004,3599.94417,"3,508",Preah Vihear,Kulen,Srayang,Royal_Decree_No_70__28.05.2004.pdf,8/4/2016,English,,,,,,,,,,,,,,,23999.81381,35999441.43
98,0,31,-1,Beng Mealea Protected Area,Protected Landscape, , ,N,2004,554.6415645,315,Siem Reap,Svay Leu,Beng Mealea,Sub_Decree_No_12__28.04.2004.pdf,8/4/2016,English,,,,,,,,,,,,,,,10640.23255,5546415.741
102,1,35,4,Keo Seima Wildlife Sanctuary,Wildlife Sanctuary,Seima,Protected Forest,Y,2004,293145.7758,"292,690","Mondul Kiri?, Kratie",Not found,Not found,Sub_decree_No_83__09.05.2016.pdf,24/5/2016,English,10/24/2011,Not found, ,2011,Y,Keo Seima Wildlife Sanctuary,Wildlife Sanctuary,Protected Forest,Y,2004,106485850.4,10648.58504,44022.87219,106485850.4,398486.1242,2931457758
103,1,35,6,Keo Seima Wildlife Sanctuary,Wildlife Sanctuary,Seima,Protected Forest,Y,2004,293145.7758,"292,690","Mondul Kiri?, Kratie",Not found,Not found,Sub_decree_No_83__09.05.2016.pdf,24/5/2016,English,10/24/2011,Not found, ,2011,Y,Keo Seima Wildlife Sanctuary,Wildlife Sanctuary, , ,2004,107817604,10781.7604,47448.59334,107817604,398486.1242,2931457758
104,1,35,12,Keo Seima Wildlife Sanctuary,Wildlife Sanctuary,Seima,Protected Forest,Y,2004,293145.7758,"292,690","Mondul Kiri?, Kratie",Not found,Not found,Sub_decree_No_83__09.05.2016.pdf,24/5/2016,English,Not found,9/7/2011, ,2011,Y,Phnom Prich Wildlife Sanctuary,Wildlife Sanctuary, , ,1993,91348883.93,9134.888393,62600.5713,91348883.93,398486.1242,2931457758
105,1,35,21,Keo Seima Wildlife Sanctuary,Wildlife Sanctuary,Seima,Protected Forest,Y,2004,293145.7758,"292,690","Mondul Kiri?, Kratie",Not found,Not found,Sub_decree_No_83__09.05.2016.pdf,24/5/2016,English, , ,Wuzhishan L.S Group,2005,Y,Keo Seima Wildlife Sanctuary,Wildlife Sanctuary, , ,2004,209592106.4,20959.21064,100546.5789,209592106.4,398486.1242,2931457758
106,1,35,46,Keo Seima Wildlife Sanctuary,Wildlife Sanctuary,Seima,Protected Forest,Y,2004,293145.7758,"292,690","Mondul Kiri?, Kratie",Not found,Not found,Sub_decree_No_83__09.05.2016.pdf,24/5/2016,English, , ,Trach Nhiem Han Dau,2010,Y,Keo Seima Wildlife Sanctuary,Wildlife Sanctuary, , ,2004,45216379.04,4521.637904,53351.58082,45216379.04,398486.1242,2931457758
107,1,35,47,Keo Seima Wildlife Sanctuary,Wildlife Sanctuary,Seima,Protected Forest,Y,2004,293145.7758,"292,690","Mondul Kiri?, Kratie",Not found,Not found,Sub_decree_No_83__09.05.2016.pdf,24/5/2016,English, , ,Vietnam Kampuchia Economic Trade and Industry (VKETI),2010,Y,Keo Seima Wildlife Sanctuary,Wildlife Sanctuary, , ,2004,49514603.58,4951.460358,30319.04817,49514603.58,398486.1242,2931457758
108,1,35,48,Keo Seima Wildlife Sanctuary,Wildlife Sanctuary,Seima,Protected Forest,Y,2004,293145.7758,"292,690","Mondul Kiri?, Kratie",Not found,Not found,Sub_decree_No_83__09.05.2016.pdf,24/5/2016,English, , ,Sovann Reachsey,2010,Y,Keo Seima Wildlife Sanctuary,Wildlife Sanctuary, , ,2004,65371319.75,6537.131975,48058.07831,65371319.75,398486.1242,2931457758
109,1,35,63,Keo Seima Wildlife Sanctuary,Wildlife Sanctuary,Seima,Protected Forest,Y,2004,293145.7758,"292,690","Mondul Kiri?, Kratie",Not found,Not found,Sub_decree_No_83__09.05.2016.pdf,24/5/2016,English, , ,Binh Phuoc Kratie Rubber 2,2011,Y,Keo Seima Wildlife Sanctuary,Wildlife Sanctuary, , ,2004,55593807.47,5559.380747,52417.33058,55593807.47,398486.1242,2931457758
110,1,35,72,Keo Seima Wildlife Sanctuary,Wildlife Sanctuary,Seima,Protected Forest,Y,2004,293145.7758,"292,690","Mondul Kiri?, Kratie",Not found,Not found,Sub_decree_No_83__09.05.2016.pdf,24/5/2016,English, , ,Villa Development,2011,Y,Phnom Prich Wildlife Sanctuary,Wildlife Sanctuary, , ,1993,8255805.229,825.5805229,15610.85554,8255805.229,398486.1242,2931457758
111,1,35,111,Keo Seima Wildlife Sanctuary,Wildlife Sanctuary,Seima,Protected Forest,Y,2004,293145.7758,"292,690","Mondul Kiri?, Kratie",Not found,Not found,Sub_decree_No_83__09.05.2016.pdf,24/5/2016,English, , ,Pacific Glory Joint-Stock,2014,Y,Phnom Prich Wildlife Sanctuary,Wildlife Sanctuary, , ,1993,99367961.06,9936.796106,61782.41157,99367961.06,398486.1242,2931457758
94,0,27,-1,Boeung Prek Lpeou Protected Landscape,Protected Landscape,Trapeang Lpeou,Protected Forest,Y,2007,8304.898282,"8,305",Takeo,Not found,Not found,Sub_decree_No_90__09.05.2016.pdf,25/5/2016,English,,,,,,,,,,,,,,,36642.6004,83048983.32
134,1,41,33,Ou Ya Dav National Park,National Park,Nsok,Protected Forest,Y,2009,101316.1804,"101,348",Ratanak Kiri,Not found,Not found,Sub_decree_No_82__09.05.2016.pdf,24/5/2016,English, , ,Heng Heap,2009,Y,Ou Ya Dav National Park,National Park, , ,2009,70651656.86,7065.165686,35169.04716,70651656.86,166651.0603,1013161804
135,1,41,109,Ou Ya Dav National Park,National Park,Nsok,Protected Forest,Y,2009,101316.1804,"101,348",Ratanak Kiri,Not found,Not found,Sub_decree_No_82__09.05.2016.pdf,24/5/2016,English, , ,Rat Sokhorn Incorporation,2012,Y,Lomphat Wildlife Sanctuary,Wildlife Sanctuary, , ,1993,88911669.66,8891.166966,65497.50843,88911669.66,166651.0603,1013161804
147,0,46,-1,Techo Sen Russey Treb Cambodian Royal Academy National Park,National Park, , ,N,2014,11406.64228,"11,435",Preah Vihear,Chheb,"Chheb Lech, Chheb Kert",Royal_Decree_No_0418_436__08.04.2014.pdf,22/5/2014,English,,,,,,,,,,,,,,,52809.24297,114066423.3
162,1,61,3,Siem Pang Wildlife Sanctuary,Wildlife Sanctuary,Western Siem Pang Protected Forest,Protected Forest,Y,2014,133803.9064,"133,707.73",Stung Treng,Not found,Not found,Sub_decree_No_76__09.05.2016.pdf; Sub_decree_No_86__09.05.2016.pdf; Sub_Decree_No_161__06.11.2019.pdf,3/12/2019,English,11/23/2001,Not found, ,2001,Y,Siem Pang Wildlife Sanctuary,Wildlife Sanctuary,Protected Forest,Y,2014,1577968932,157796.8932,281578.7471,1577968932,269390.764,1338039064
163,1,61,9,Siem Pang Wildlife Sanctuary,Wildlife Sanctuary,Western Siem Pang Protected Forest,Protected Forest,Y,2014,133803.9064,"133,707.73",Stung Treng,Not found,Not found,Sub_decree_No_76__09.05.2016.pdf; Sub_decree_No_86__09.05.2016.pdf; Sub_Decree_No_161__06.11.2019.pdf,3/12/2019,English,4/12/2006,Not found, ,2006,Y,Siem Pang Wildlife Sanctuary,Wildlife Sanctuary,Protected Forest,Y,2014,141172435.4,14117.24354,94423.35885,141172435.4,269390.764,1338039064
1,0,1,-1,Prey Lang Wildlife Sanctuary,Wildlife Sanctuary, , ,N,2016,432071.218,"431,683","Stung Treng, Kampong Thom, Kratie, Preah Vihear",Not found,Not found,Sub_decree_No_74__09.05.2016.pdf,25/5/2016,English,,,,,,,,,,,,,,,439081.3424,4320712180
2,0,2,-1,Veun Sai-Siem Pang National Park,National Park, , ,N,2016,57546.47096,"57,469","Stung Treng, Ratanak Kiri",Not found,Not found,Sub_decree_No_77__09.05.2016.pdf,25/5/2016,English,,,,,,,,,,,,,,,115762.3999,575464710.6
11,0,4,-1,Preah Rokar Wildlife Sanctuary,Wildlife Sanctuary, , ,N,2016,90386.54113,"90,361",Preah Vihear,Not found,Not found,Sub_decree_No_75__09.05.2016.pdf,25/5/2016,English,,,,,,,,,,,,,,,134600.9535,903865411.2
30,0,7,-1,Anloung Pring Protected Landscape,Protected Landscape, , ,N,2016,217.1875785,217,Kampot,Not found,Not found,Sub_decree_No_84__09.05.2016.pdf,24/5/2016,English,,,,,,,,,,,,,,,11684.19209,2171875.814
31,0,8,-1,Ponhea Kraek Multiple Use Area,Multiple Use Management Area, , ,N,2016,199.3476,199,Tboung Khmum,Not found,Not found,Sub_decree_No_87__09.05.2016.pdf,25/5/2016,English,,,,,,,,,,,,,,,13320.51646,1993476.092
32,0,9,-1,Southern Cardamom Mountains National Park,National Park, , ,N,2016,411436.9346,"410,392","Koh Kong, Pursat, Kampong Speu, Preah Sihanouk",Not found,Not found,Sub_decree_No_89__09.05.2016.pdf,25/5/2016,English,,,,,,,,,,,,,,,645461.2294,4114369345
90,0,24,-1,Tonle Sap Northern Lowland Protected Landscape,Protected Landscape, , ,N,2016,31490.29174,"31,159","Kampong Thom, Siem Reap",Not found,Not found,Sub_decree_No_88__09.05.2016.pdf,26/5/2016,English,,,,,,,,,,,,,,,214226.074,314902917.4
144,0,43,-1,Tatai Wildlife Sanctuary,Wildlife Sanctuary, , ,N,2016,144266.0082,"144,275",Koh Kong,Not found,Not found,Sub_decree_No_80__09.05.2016.pdf,24/5/2016,English,,,,,,,,,,,,,,,274442.585,1442660083
151,0,50,-1,Phnom Tbeng Natural Heritage Site,Natural Heritage Site, , ,N,2016,25221.36941,"25,269.41",Preah Vihear,Preah Vihear;Tbeng Meanchey;Sangkum Thmei;Rovieng;Kulen, ,sub_decree_No.189__13.09.2016.pdf,28/9/2016,English,,,,,,,,,,,,,,,107081.4271,252213694.1
153,0,52,-1,Phnom Thnout- Phnom Pok Wildlife Sanctuary,Wildlife Sanctuary, , ,N,2017,42144.34514,"42,097","Preah Vihear, Siem Reap","Sangkum Thmei, Kuleaen, Chi Kraeng",Not found,Sub-decree_No_143__31.08.2017.pdf,7/11/2017,English,,,,,,,,,,,,,,,104824.4671,421443450.7
156,0,55,-1,Phnom Neang Kang Rey- Phnom Teuk Meas Multiple Use Area,Multiple Use Management Area, , ,N,2017,5065.608814,"5,063",Kampong Chhnang,Kampong Leaeng,Pou;Trangel;Chranouk;Dar;Svay Rumpear,Sub_decree_no_201__28.11.2017.pdf,20/12/2017,English,,,,,,,,,,,,,,,66238.718,50656088.24
157,0,56,-1, Sor Sor Sdom Tao Multiple Use Area,Multiple Use Management Area, , ,N,2017,830.4173222,839,Kratie,Sambour,Not found,Sub_decree_no_201__28.11.2017.pdf,26/12/2017,English,,,,,,,,,,,,,,,20289.71107,8304173.453
146,0,45,-1,Boeng Lomkod Proected Landscape,Protected Landscape, , ,N,2018,111.1122991,110.91,Ratanak Kiri,Lumphat,Seda,Sub_Decree_No_174__25.12.2018.pdf,9/1/2019,English,,,,,,,,,,,,,,,4318.540454,1111122.989
150,0,49,-1,Boeng Yeak Laom Multiple Use Area,Multiple Use Management Area, , ,N,2018,225.5992487,225,Ratanak Kiri,Ban Lung,Yeak Laom,Sub_Decree_No_78__13.06.2018.pdf,22/06/2018,English,,,,,,,,,,,,,,,6182.964417,2255992.478
158,0,57,-1,Sorng Rokha Vorn Wildlife Sanctuary,Wildlife Sanctuary, , ,N,2018,30157.38328,30254,Oddar Meanchey,Samraong; Anlong Veaeng; Chong Kal;,Not found,Sub_Decree_No_49__05.04.2018.pdf,20/06/2018,English,,,,,,,,,,,,,,,126482.8285,301573832.6
159,0,58,-1,Preaek Prasab Wildlife Sanctuary,Wildlife Sanctuary, , ,N,2018,12757.90428,12770,Kratie,Sambor;Preaek Prasab,Not found,Sub_Decree_No_128__05.10.2018.pdf,25/10/2018,English,,,,,,,,,,,,,,,84237.28799,127579043.5
161,0,60,-1,Sambor Wildlife Sanctuary,Wildlife Sanctuary, , ,N,2018,50205.11344,50093,Kratie,Sambor,Not found,Sub_Decree_No_129__05.10.2018.pdf,25/10/2018,English,,,,,,,,,,,,,,,208668.7525,502051134.3
